date,title,links
2017-10-18,(In)variability in the Samoan syntax/prosody interface and consequences for syntactic parsing,http://www.krisyu.org/blog/supp-material-invariability-samoan-interface.html
2017-03-13,A Kinematic Study of Prosodic Structure in Articulatory and Manual Gestures: Results from a Novel Method of Data Collection,NA
2017-08-22,A replicable acoustic measure of lenition and the nature of variability in Gurindji stops,https://github.com/erichround/stop_lenition
2017-07-11,Acoustic classification of focus: On the web and in the lab,http://www.Everyzing.com
2017-07-11,Acoustic classification of focus: On the web and in the lab,http://www.play.it
2017-07-11,Acoustic classification of focus: On the web and in the lab,http://www.Everyzing.com
2017-07-11,Acoustic classification of focus: On the web and in the lab,http://www.play.it
2017-07-11,Acoustic classification of focus: On the web and in the lab,http://www.play.it
2017-07-11,Acoustic classification of focus: On the web and in the lab,http://www.play.it
2017-07-11,Acoustic classification of focus: On the web and in the lab,http://www.Audiosear.ch
2017-07-11,Acoustic classification of focus: On the web and in the lab,mailto:tobi.ling.ohio-state.edu
2017-04-04,Allophonic tunes of contrast: Lab and spontaneous speech lead to equivalent fixation responses in museum visitors,http://bln.osu.edu/LanguagePod.php
2018-10-09,An acoustic study of vowel intrusion in Turkish onset clusters,NA
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wavEx3
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wavEx4
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wav2a
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wav2b
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wavEx5
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wavEx6
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wav3a
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wav3b
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wav4a
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wav4b
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wavEx7
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wavEx8
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wavEx9
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wavEx10
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wavEx11
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wavEx12a
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wavEx12b
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wav5a
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wav5b
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wav5c
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wav5d
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wav6a
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wav6b
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wav7a
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wav7b
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wav7c
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wav7d
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wav8a
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wav8b
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wav8c
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wav9a
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wav9b
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wav11a
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wav11b
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wavEx19a
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wavEx19b
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wavEx20a
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wavEx20b
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wavEx21a
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.wavEx21b
2016-06-30,Analysis of Intonation: the Case of MAE_ToBI,http://dx.doi.org/10.5334/labphon.30.smo
2016-06-30,Analytical Decisions in Intonation Research and the Role of Representations: Lessons from Romani,http://creativecommons.org/licenses/by-sa/3.0
2016-06-30,Analytical Decisions in Intonation Research and the Role of Representations: Lessons from Romani,http://lingweb.eva.mpg.de/ids/
2016-06-30,Analytical Decisions in Intonation Research and the Role of Representations: Lessons from Romani,http://dx.doi.org/10.5334/labphon.14.wav2
2016-06-30,Analytical Decisions in Intonation Research and the Role of Representations: Lessons from Romani,http://dx.doi.org/10.5334/labphon.14.wav3
2016-06-30,Analytical Decisions in Intonation Research and the Role of Representations: Lessons from Romani,http://dx.doi.org/10.5334/labphon.14.wav4
2016-06-30,Analytical Decisions in Intonation Research and the Role of Representations: Lessons from Romani,http://dx.doi.org/10.5334/labphon.14.wav5
2016-06-30,Analytical Decisions in Intonation Research and the Role of Representations: Lessons from Romani,http://dx.doi.org/10.5334/labphon.14.wav6
2016-06-30,Analytical Decisions in Intonation Research and the Role of Representations: Lessons from Romani,http://dx.doi.org/10.5334/labphon.14.wav7
2016-06-30,Analytical Decisions in Intonation Research and the Role of Representations: Lessons from Romani,http://dx.doi.org/10.5334/labphon.14.wav8
2016-06-30,Analytical Decisions in Intonation Research and the Role of Representations: Lessons from Romani,http://dx.doi.org/10.5334/labphon.14.wav9
2016-06-30,Analytical Decisions in Intonation Research and the Role of Representations: Lessons from Romani,http://dx.doi.org/10.5334/labphon.14.wav10
2016-06-30,Analytical Decisions in Intonation Research and the Role of Representations: Lessons from Romani,http://dx.doi.org/10.5334/labphon.14.wav11
2016-06-30,Analytical Decisions in Intonation Research and the Role of Representations: Lessons from Romani,http://dx.doi.org/10.5334/labphon.14.wav12
2016-06-30,Analytical Decisions in Intonation Research and the Role of Representations: Lessons from Romani,http://dx.doi.org/10.5334/labphon.14.wav13
2016-06-30,Analytical Decisions in Intonation Research and the Role of Representations: Lessons from Romani,http://dx.doi.org/10.5334/labphon.14.wav14
2016-06-30,Analytical Decisions in Intonation Research and the Role of Representations: Lessons from Romani,http://dx.doi.org/10.5334/labphon.14.wav15a
2016-06-30,Analytical Decisions in Intonation Research and the Role of Representations: Lessons from Romani,http://dx.doi.org/10.5334/labphon.14.wav15b
2016-06-30,Analytical Decisions in Intonation Research and the Role of Representations: Lessons from Romani,http://dx.doi.org/10.5334/labphon.14.wav16
2016-06-30,Analytical Decisions in Intonation Research and the Role of Representations: Lessons from Romani,http://dx.doi.org/10.5334/labphon.14.wav17
2020-03-18,Analyzing speech in both time and space: Generalized additive mixed models can uncover systematic patterns of variation in vocal tract shape in real-time MRI,https://github.com/ChristopherCarignan/MRI-analyses
2020-03-18,Analyzing speech in both time and space: Generalized additive mixed models can uncover systematic patterns of variation in vocal tract shape in real-time MRI,https://github.com/ChristopherCarignan/journal-articles/tree/master/LabPhon_rtMRI-GAMM
2020-07-07,Automatic motion tracking of lips using digital video and OpenFace 2.0,https://opencv-python-tutroals.readthedocs.io/en/latest/py_tutorials/py_calib3d/py_calibration/py_calibration.html
2020-07-07,Automatic motion tracking of lips using digital video and OpenFace 2.0,https://github.com/TadasBaltrusaitis/OpenFace/wiki/Output-Format
2020-07-07,Automatic motion tracking of lips using digital video and OpenFace 2.0,https://doi.org/10.17605/OSF.IO/7VXT9
2019-04-09,Can kiwis and koalas as cultural primes induce perceptual bias in Australian English speaking listeners?,NA
2017-05-25,Categorical or gradient? An ultrasound investigation of /l/-darkening and vocalization in varieties of English,NA
2017-04-28,Coarticulation of Handshape in Sign Language of the Netherlands: A Corpus Study,http://www.lat-mpi.eu/tools/elan/
2017-11-03,Context-dependent articulation of consonant gemination in Estonian,NA
2019-03-27,Coordination patterns in Essential Tremor patients with Deep Brain Stimulation: Syllables with low and high complexity,NA
2019-02-25,Do social preferences matter in lexical retuning?,NA
2017-11-13,"Duration, vowel quality, and the rhythmic pattern of English",NA
2017-04-27,Effects of Musicality on the Perception of Rhythmic Structure in Speech,NA
2019-04-23,Effects of phonotactic predictability on sensitivity to phonetic detail,NA
2019-11-25,Epenthetic vowel production of unfamiliar medial consonant clusters by Japanese speakers,NA
2018-02-07,Evidence and characterization of a glide-vowel distinction in American English,http://Dictionary.com
2018-02-07,Evidence and characterization of a glide-vowel distinction in American English,http://dictionary.com
2018-02-07,Evidence and characterization of a glide-vowel distinction in American English,http://merriamwebster.com
2018-02-07,Evidence and characterization of a glide-vowel distinction in American English,http://dictionary.cambridge.org/us/dictionary/english/
2018-02-07,Evidence and characterization of a glide-vowel distinction in American English,http://Dictionary.com
2018-02-07,Evidence and characterization of a glide-vowel distinction in American English,http://Dicitonary.com
2016-11-25,French Speech Segmentation in Liaison Contexts by L1 and L2 Listeners,http://www.af-chicago.org
2020-06-10,From categories to gradience: Auto-coding sociophonetic variation with random forests,https://nzilbb.github.io/How-to-Train-Your-Classifier/How_to_Train_Your_Classifier.html
2020-06-10,From categories to gradience: Auto-coding sociophonetic variation with random forests,https://nzilbb.github.io/How-to-Train-Your-Classifier/How_to_Train_Your_Classifier.html
2020-06-10,From categories to gradience: Auto-coding sociophonetic variation with random forests,https://nzilbb.github.io/How-to-Train-Your-Classifier/How_to_Train_Your_Classifier.html
2020-06-10,From categories to gradience: Auto-coding sociophonetic variation with random forests,https://nzilbb.github.io/How-to-Train-Your-Classifier/How_to_Train_Your_Classifier.html
2020-06-10,From categories to gradience: Auto-coding sociophonetic variation with random forests,https://nzilbb.github.io/How-to-Train-Your-Classifier/How_to_Train_Your_Classifier.html
2020-06-10,From categories to gradience: Auto-coding sociophonetic variation with random forests,http://www.acsu.buffalo.edu/~cdicanio/scripts/Get_Spectral_Tilt_2.praat
2018-09-05,Gendered associations of English morphology,NA
2016-10-07,Iambic-Trochaic Law Effects among Native Speakers of Spanish and English,NA
2018-01-23,Iconicity correlated with vowel harmony in Korean ideophones,http://semanticweb.kaist.ac.kr/research/kcp/
2018-01-23,Iconicity correlated with vowel harmony in Korean ideophones,http://stdweb2.korean.go.kr/main.jsp
2018-01-23,Iconicity correlated with vowel harmony in Korean ideophones,http://www.hangeul.pe.kr/symbol/words.htm
2018-01-23,Iconicity correlated with vowel harmony in Korean ideophones,http://www.korean.go.kr/front/reportData/reportDataView.do?report_seq=56&mn_id=45
2019-12-04,Implicit effects of regional cues on the interpretation of intonation by Corsican French listeners,NA
2020-08-21,Individual and dialect differences in perceiving multiple cues: A tonal register contrast in two Chinese Wu dialects,https://osf.io/u7er5/
2017-09-08,Individual differences and patterns of convergence in prosody perception,NA
2019-07-31,Inductive learning of locality relations in segmental phonology,NA
2019-11-19,Integration of contextual-pragmatic and phonetic information in speech perception: An eye-tracking study,NA
2019-03-05,Inter-consonantal intervals in Tripolitanian Libyan Arabic: Accounting for variable epenthesis,NA
2020-04-01,Intonational variation and incrementality in listener judgments of ethnicity,http://amazon.com
2019-02-07,"Ki(ng) in the north: Effects of duration, boundary, and pause on post-nasal [ɡ]-presence",NA
2018-10-09,Language-independent talker-specificity in bilingual speech intelligibility: Individual traits persist across first-language and second-language speech,https://oscaar.ci.northwestern.edu/#
2017-05-18,Learning novel phonotactics from exposure to continuous speech,NA
2017-04-12,Lexical representation and processing of word-initial morphological alternations: Scottish Gaelic mutation,NA
2019-09-11,Limitations of difference-in-difference for measuring convergence,NA
2017-03-13,Modelling the Interplay of Multiple Cues in Prosodic Focus Marking,NA
2018-01-23,Morpho-phonological regularities influence the dynamics of real-time word recognition: Evidence from artificial language learning,NA
2018-09-20,Nasal place assimilation trades off inferrability of both target and trigger words,NA
2016-06-30,New Methods for Prosodic Transcription: Capturing Variability as a Source of Information,http://dx.doi.org/10.5334/labphon.29.wav1
2016-06-30,New Methods for Prosodic Transcription: Capturing Variability as a Source of Information,http://dx.doi.org/10.5334/labphon.29.wav2
2016-06-30,New Methods for Prosodic Transcription: Capturing Variability as a Source of Information,http://dx.doi.org/10.5334/labphon.29.smo
2018-08-15,North American /l/ both darkens and lightens depending on morphological constituency and segmental context,NA
2017-08-11,Not crazy after all these years? Perceptual grounding for long-distance vowel harmony,NA
2019-02-06,On the nature of the perception-production link: Individual variability in English sibilant-vowel coarticulation,https://bit.ly/2CGcJRK
2019-02-06,On the nature of the perception-production link: Individual variability in English sibilant-vowel coarticulation,https://www.lingoa.eu/
2016-03-16,On the Origin of Post-Aspirated Stops: Production and Perception of /s/ + Voiceless Stop Sequences in Andalusian Spanish,NA
2018-02-14,Online perception of glottalized coda stops in American English,https://www.adamjchong.com/publications.html
2018-02-14,Online perception of glottalized coda stops in American English,https://www.adamjchong.com/publications.html
2018-02-14,Online perception of glottalized coda stops in American English,https://www.adamjchong.com/publications.html
2016-12-21,Perceptual Associations Between Words and Speaker Age,http://stdweb2.korean.go.kr/main.jsp
2016-12-21,Perceptual Associations Between Words and Speaker Age,http://www.praat.org/
2016-12-21,Perceptual Associations Between Words and Speaker Age,https://cran.r-project.org/
2016-12-21,Perceptual Associations Between Words and Speaker Age,http://kin.naver.com/opendic/index.nhn
2016-12-21,Perceptual Associations Between Words and Speaker Age,http://www.et-house.com/pages/dictionary/ko_dic.asp
2016-12-21,Perceptual Associations Between Words and Speaker Age,http://stdweb2.korean.go.kr/main.jsp
2016-12-21,Perceptual Associations Between Words and Speaker Age,http://kin.naver.com/opendic/index.nhn
2017-07-18,Perceptual distinctiveness between dental and palatal sibilants in different vowel contexts and its implications for phonological contrasts,http://www.phonetics.ucla.edu/course/chapter7/polish/polish.html
2016-12-28,Phonetic Distinctiveness vs. Lexical Contrastiveness in Non-Robust Phonemic Contrasts,NA
2020-06-05,Phonetic effects of onset complexity on the English syllable,NA
2018-12-17,Phonetic implementation of high-tone spans in Luganda,NA
2017-09-04,Phonological and phonetic properties of nasal substitution in Sasak and Javanese,NA
2016-08-09,Phonological and Semantic Cues to Learning from Word-Types,http://www.praat.org
2016-08-09,Phonological and Semantic Cues to Learning from Word-Types,http://www.paradigmexperiments.com/
2018-04-27,Phonology modulates the illusory vowels in perceptual illusions: Evidence from Mandarin and English,NA
2020-06-10,Predictability modulates pronunciation variants through speech planning effects: A case study on coronal stop realizations,http://www.buckeyecorpus.osu.edu
2017-06-15,Production planning and coronal stop deletion in spontaneous speech,NA
2019-11-13,Prosodic features of stances in conversation,NA
2017-01-05,Prosodic Marking of Narrow Focus in Seoul Korean,NA
2017-03-23,Question Word Intonation in Tashlhiyt Berber: Is ‘high’ good enough?,NA
2017-10-11,Rapid generalization in phonotactic learning,http://github.com/TalLinzen/rapid_phonotactic_generalization
2019-01-04,Researcher degrees of freedom in phonetic research,http://osf.io/6nsfk
2019-01-04,Researcher degrees of freedom in phonetic research,https://aspredicted.org/
2019-01-04,Researcher degrees of freedom in phonetic research,https://osf.io/
2019-01-04,Researcher degrees of freedom in phonetic research,https://cos.io/rr/
2019-01-04,Researcher degrees of freedom in phonetic research,http://www.equator-network.org/
2019-01-04,Researcher degrees of freedom in phonetic research,https://blogs.royalsociety.org/publishing/reproducibility-meets-accountability/
2019-01-04,Researcher degrees of freedom in phonetic research,https://osf.io/a67ft/
2019-01-04,Researcher degrees of freedom in phonetic research,https://oscaar.ci.northwestern.edu/
2018-07-17,Resilience of English vowel perception across regional accent variation,NA
2016-03-16,Resyllabification Reconsidered: On the Durational Properties of Word-Final /s/ in Spanish,NA
2017-11-20,Revisiting acoustic correlates of pharyngealization in Jordanian and Moroccan Arabic: Implications for formal representations,NA
2016-10-25,Shared Representations Underlie Metaphonological Judgments and Speech Motor Control,http://wordcalc.com
2016-10-25,Shared Representations Underlie Metaphonological Judgments and Speech Motor Control,http://howmanysyllables.com
2016-10-25,Shared Representations Underlie Metaphonological Judgments and Speech Motor Control,http://poetrysoup.com
2016-10-25,Shared Representations Underlie Metaphonological Judgments and Speech Motor Control,http://syllablecount.com
2019-07-05,Sociolinguistic effects on loanword phonology: Topic in speech and cultural image,https://aspredicted.org/index.php
2019-07-16,Sources of variability in phonetic perception: The joint influence of listener and talker characteristics on perception of the Korean stop contrast,NA
2018-05-25,Statistical and acoustic effects on the perception of stop consonants in Kaqchikel (Mayan),http://www.python.org/
2018-05-25,Statistical and acoustic effects on the perception of stop consonants in Kaqchikel (Mayan),http://prosodylab.org/tools/aligner/
2018-05-25,Statistical and acoustic effects on the perception of stop consonants in Kaqchikel (Mayan),http://corpustools.readthedocs.io/en/latest/acoustic_similarity.html
2018-05-25,Statistical and acoustic effects on the perception of stop consonants in Kaqchikel (Mayan),http://www.ceibaguate.org.gt/
2018-05-25,Statistical and acoustic effects on the perception of stop consonants in Kaqchikel (Mayan),http://kaqchikel.almg.org.gt/
2018-05-25,Statistical and acoustic effects on the perception of stop consonants in Kaqchikel (Mayan),https://mayaajsya.wordpress.com/about/
2016-11-11,Stress Effects on Stop Bursts in Five Languages,http://emu.sourceforge.net/
2016-06-30,Surface and Structure: Transcribing Intonation within and across Languages,http://dx.doi.org/10.5334/labphon.10.wav1a
2016-06-30,Surface and Structure: Transcribing Intonation within and across Languages,http://dx.doi.org/10.5334/labphon.10.wav1b
2016-06-30,Surface and Structure: Transcribing Intonation within and across Languages,http://dx.doi.org/10.5334/labphon.10.wav2a
2016-06-30,Surface and Structure: Transcribing Intonation within and across Languages,http://dx.doi.org/10.5334/labphon.10.wav2b
2016-06-30,Surface and Structure: Transcribing Intonation within and across Languages,http://dx.doi.org/10.5334/labphon.10.wav4a
2016-06-30,Surface and Structure: Transcribing Intonation within and across Languages,http://dx.doi.org/10.5334/labphon.10.wav4b
2016-06-30,Surface and Structure: Transcribing Intonation within and across Languages,http://dx.doi.org/10.5334/labphon.10.wav5a
2016-06-30,Surface and Structure: Transcribing Intonation within and across Languages,http://dx.doi.org/10.5334/labphon.10.wav5b
2016-06-30,Surface and Structure: Transcribing Intonation within and across Languages,http://dx.doi.org/10.5334/labphon.10.wav7a
2016-06-30,Surface and Structure: Transcribing Intonation within and across Languages,http://dx.doi.org/10.5334/labphon.10.wav5b
2016-06-30,Surface and Structure: Transcribing Intonation within and across Languages,http://dx.doi.org/10.5334/labphon.10.wav8a
2016-06-30,Surface and Structure: Transcribing Intonation within and across Languages,http://dx.doi.org/10.5334/labphon.10.wav8b
2016-06-30,Surface and Structure: Transcribing Intonation within and across Languages,http://dx.doi.org/10.5334/labphon.10.smo
2017-11-21,Talker and background noise specificity in spoken word recognition memory,NA
2019-10-17,Templaticity Effects on Differential Processing of Consonants and Vowels,NA
2017-01-05,The Distribution of Talker Variability Impacts Infants’ Word Learning,NA
2018-08-06,The gradient influence of temporal extent of coarticulation on vowel and speaker perception,NA
2020-01-24,The imitation of coarticulatory timing patterns in consonant clusters for phonotactically familiar and unfamiliar sequences,NA
2016-06-30,The Importance of a Distributional Approach to Categoriality in Autosegmental-Metrical Accounts of Intonation,http://dx.doi.org/10.5334/labphon.28.wav2a
2016-06-30,The Importance of a Distributional Approach to Categoriality in Autosegmental-Metrical Accounts of Intonation,http://dx.doi.org/10.5334/ labphon.28.wav2b
2016-06-30,The Importance of a Distributional Approach to Categoriality in Autosegmental-Metrical Accounts of Intonation,http://dx.doi.org/10.5334/labphon.28.wav2c
2016-06-30,The Importance of a Distributional Approach to Categoriality in Autosegmental-Metrical Accounts of Intonation,http://dx.doi.org/10.5334/labphon.28.smo
2016-06-30,The Importance of a Distributional Approach to Categoriality in Autosegmental-Metrical Accounts of Intonation,http://www.coli.uni-saarland.de/groups/WB/Phonetics/contents/phonus-pdf/phonus1/BarryPuetzer_PHONUS1.ps.gz
2018-05-25,"The interplay of information structure, semantics, prosody, and word ordering in Spanish intransitives",NA
2017-05-04,The Interpretation of Prosodic Variability in the Context of Accompanying Sociophonetic Cues,https://doi.org/10.5334/labphon.92.s1
2019-09-26,The phonetics and phonology of lenition: A Campidanese Sardinian case study,https://doi.org/10.5334/labphon.184.s1
2017-12-13,The role of duration in the perception of vowel merger,NA
2017-09-11,The role of intonation and visual cues in the perception of sentence types: Evidence from European Portuguese varieties,NA
2019-06-14,The role of native phonology in spontaneous imitation: Evidence from Seoul Korean,NA
2019-10-24,The role of vowel length and glottalization in German learners’ perception of the English coda stop voicing contrast,https://www.lingoa.eu/
2018-04-27,The singleton-geminate distinction can be rate dependent: Evidence from Maltese,NA
2016-10-07,The VOT Category Boundary in Word-Initial Stops: Counter-Evidence Against Rate Normalization in English Spontaneous Speech,http://www.bbc.co.uk/radio3
2016-10-07,The VOT Category Boundary in Word-Initial Stops: Counter-Evidence Against Rate Normalization in English Spontaneous Speech,http://www.collinsdictionary.com/dictionary/english
2020-07-22,The ΔF method of vocal tract length normalization for vowels,NA
2017-07-17,Thematic role predictability and planning affect word duration,http://jaapstimuli.web.unc.edu/
2017-07-17,Thematic role predictability and planning affect word duration,http://jaapstimuli.web.unc.edu/
2016-06-30,Towards an International Prosodic Alphabet (IPrA),http://dx.doi.org/10.5334/labphon.11.wav4a
2016-06-30,Towards an International Prosodic Alphabet (IPrA),http://dx.doi.org/10.5334/labphon.11.wav4b
2016-06-30,Towards an International Prosodic Alphabet (IPrA),http://dx.doi.org/10.5334/labphon.11.wav5a
2016-06-30,Towards an International Prosodic Alphabet (IPrA),http://dx.doi.org/10.5334/labphon.11.wav5b
2016-06-30,Towards an International Prosodic Alphabet (IPrA),http://dx.doi.org/10.5334/labphon.11.smo
2016-06-30,Towards an International Prosodic Alphabet (IPrA),http://www.linguistics.ucla.edu/ipra_workshop/Proposals.htm
2016-06-30,Towards an International Prosodic Alphabet (IPrA),http://www.speech.cs.cmu.edu/tobi/ToBI.1.html
2018-12-12,Using naïve listener imitations of native speaker productions to investigate mechanisms of listener-based sound change,NA
2020-07-01,Using Rapid Prosody Transcription to probe little-known prosodic systems: The case of Papuan Malay,NA
2019-05-22,Variation in children’s vowel production: Effects of language exposure and lexical frequency,https://www.shutterstock.com/
2020-06-18,Vocalic activation width decreases across childhood: Evidence from carryover coarticulation,NA
2017-06-07,West African languages enrich the frequency code: Multi-functional pitch and multi-dimensional prosody in Ikaan polar questions,NA
2018-06-25,What happens to large changes? Saltation produces well-liked outputs that are hard to generate,http://sporepedia.com/
2017-04-05,Whence the fuzziness? Morphological effects in interacting sound changes in Southern British English,NA
