Source,Statistic,df1,df2,Test.Comparison,Value,Reported.Comparison,Reported.P.Value,Computed,Raw,Error,DecisionError,OneTail,OneTailedInTxt,APAfactor
100-2065-3-PB,Z,NA,NA,=,0.268,>,0.788,0.788699319,"Z = 0.268, p > 0.788",FALSE,FALSE,FALSE,TRUE,0.3
100-2065-3-PB,Z,NA,NA,=,0.323,>,0.746,0.746695242,"Z = 0.323, p > 0.746",FALSE,FALSE,FALSE,TRUE,0.3
100-2065-3-PB,Chi2,5,NA,=,23.6,<,0.001,0.000259104," 2(5) = 23.6, p < .001",FALSE,FALSE,FALSE,TRUE,0.3
10-280-1-PB,F,1,58,=,22.48,<,0.001,1.42E-05,"F(1,58) = 22.48,
p <.001",FALSE,FALSE,FALSE,FALSE,1
10-280-1-PB,F,1,58,=,153.19,<,0.001,6.45E-18,"F(1,58) = 153.19, p < .001",FALSE,FALSE,FALSE,FALSE,1
10-280-1-PB,F,1,58,=,20.32,<,0.001,3.23E-05,"F(1,58) = 20.32,
p <.001",FALSE,FALSE,FALSE,FALSE,1
10-280-1-PB,F,1,58,=,6.94,<,0.05,0.010790658,"F(1,58) = 6.94, p <.05",FALSE,FALSE,FALSE,FALSE,1
10-280-1-PB,F,1,58,=,12.86,<,0.01,0.00068954,"F(1,58) = 12.86, p <.01",FALSE,FALSE,FALSE,FALSE,1
10-280-1-PB,Z,NA,NA,=,-2.64,<,0.01,0.008290603,"Z = -2.64, p <.01",FALSE,FALSE,FALSE,FALSE,1
10-280-1-PB,Z,NA,NA,=,-0.81,=,0.42,0.417940176,"Z = -.81, p = .42",FALSE,FALSE,FALSE,FALSE,1
110-1444-1-PB,F,1,18,=,0.821,>,0.1,0.376857725,"F(1, 18) = .821,
p > .1",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,F,1,18,=,205.737,<,0.001,2.72E-11,"F(1, 18) = 205.737,
p < .001",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,F,2,36,=,18.048,<,0.001,3.72E-06,"F(2, 36) = 18.048, p < .001",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,F,2,36,=,212.862,<,0.001,1.13E-20,"F(2, 36) = 212.862, p < .001",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,t,NA,19,=,-2.485,<,0.05,0.022438163,"t(19) = -2.485,
p < .05",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,F,1,18,=,1.213,>,0.1,0.285248894,"F(1, 18) = 1.213, p > .1",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,F,1,18,=,3.035,>,0.05,0.098547158,"F(1, 18) = 3.035, p > .05",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,F,2,36,=,43.516,<,0.001,2.47E-10,"F(2, 36) = 43.516, p < .001",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,F,2,36,=,26.139,<,0.001,9.73E-08,"F(2, 36) = 26.139, p < .001",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,t,NA,38,=,-0.405,>,0.1,0.687748514,"t(38) = -.405, p > .1",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,t,NA,38,=,-1.496,>,0.1,0.14291353,"t(38) = -1.496, p > .1",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,t,NA,19,=,-5.677,<,0.001,1.79E-05,"t(19) = -5.677, p < .001",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,F,1,18,=,0.669,>,0.1,0.424096087,"F(1, 18) = .669,
p > .1",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,F,1,18,=,10.46,<,0.01,0.004602897,"F(1, 18) = 10.46, p < .01",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,F,2,36,=,8.23,<,0.01,0.001139032,"F(2, 36) = 8.23, p < .01",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,F,2,36,=,0.123,>,0.1,0.884633667,"F(2, 36) = .123, p > .1",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,Z,NA,NA,=,-1.138,>,0.1,0.255120482,"Z = -1.138, p > .1",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,Z,NA,NA,=,-1.362,>,0.1,0.173197885,"Z = -1.362, p > .1",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,Z,NA,NA,=,-0.734,>,0.1,0.462948738,"Z = -.734, p > .1",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,Z,NA,NA,=,-0.8,>,0.1,0.423710797,"
Z = -.800, p > .1",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,Z,NA,NA,=,-1.782,>,0.05,0.074749232,"Z = -1.782, p > .05",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,F,1,18,=,0.627,>,0.1,0.438769012,"F(1, 18) = .627, p > .1",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,F,2,36,=,9.166,<,0.01,0.000605958,"F(2, 36) = 9.166, p < .01",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,F,1,18,=,7.386,<,0.05,0.014110097,"F(1, 18) = 7.386, p < .05",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,F,1,18,=,1.689,>,0.1,0.2101315,"F(1, 18) = 1.689, p > .1",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,Z,NA,NA,=,-1.835,=,0.033,0.066505689,"Z = -1.835, p = .033",TRUE,TRUE,TRUE,FALSE,0.82
110-1444-1-PB,F,1,38,=,0.18,>,0.1,0.6737656,"F(1, 38) = .180, p > .1",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,F,1,18,=,0.097,>,0.1,0.759038233,"F(1, 18) = .097, p > .1",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,Z,NA,NA,=,-1.285,>,0.1,0.198792284,"Z = -1.285, p > .1",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,Z,NA,NA,=,-2.427,=,0.007,0.015224256,"Z = -2.427,
p = .007",TRUE,FALSE,TRUE,FALSE,0.82
110-1444-1-PB,Z,NA,NA,=,-0.224,>,0.1,0.822757303,"Z = -.224, p > .1",FALSE,FALSE,FALSE,FALSE,0.82
110-1444-1-PB,Z,NA,NA,=,-1.624,>,0.1,0.104375809,"Z = -1.624, p > .1",FALSE,FALSE,FALSE,FALSE,0.82
112-2399-3-PB,Chi2,3,NA,=,25.6,<,0.001,1.16E-05," (2(3) = 25.6,
p < 0.001",FALSE,FALSE,FALSE,FALSE,0.27
112-2399-3-PB,Chi2,3,NA,=,32.58,<,0.001,3.95E-07," (2(3) = 32.58, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.27
112-2399-3-PB,Chi2,3,NA,=,16.12,<,0.005,0.001071519," (2(3) = 16.12,
p < 0.005",FALSE,FALSE,FALSE,FALSE,0.27
112-2399-3-PB,Chi2,3,NA,=,20.16,<,0.001,0.000157263," (2(3) = 20.16, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.27
112-2399-3-PB,t,NA,462.03,=,1.34,=,0.18,0.180903972,"t(462.03) = 1.34, p = 0.18",FALSE,FALSE,FALSE,FALSE,0.27
112-2399-3-PB,Chi2,3,NA,=,40.62,<,0.001,7.87E-09,"
2(3) = 40.62, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.27
112-2399-3-PB,Chi2,3,NA,=,42.04,<,0.001,3.93E-09," 2(3) = 42.04, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.27
112-2399-3-PB,Chi2,3,NA,=,12.2,<,0.01,0.006728523," 2(3) = 12.2, p < 0.01",FALSE,FALSE,FALSE,FALSE,0.27
112-2399-3-PB,Chi2,3,NA,=,7.99,<,0.05,0.046218828," 2(3) =
7.99, p < 0.05",FALSE,FALSE,FALSE,FALSE,0.27
112-2399-3-PB,t,NA,472.82,=,0.34,>,0.5,0.734007516,"t(472.82) = 0.34, p > 0.5",FALSE,FALSE,FALSE,FALSE,0.27
112-2399-3-PB,Chi2,3,NA,=,9.88,=,0.01962,0.01961421,"
(2(3) = 9.88, p = 0.01962",FALSE,FALSE,FALSE,FALSE,0.27
112-2399-3-PB,Chi2,3,NA,=,2.84,=,0.42,0.416957464," (2(3) = 2.84, p = 0.42",FALSE,FALSE,FALSE,FALSE,0.27
118-2250-1-PB,t,NA,2205,=,1,=,0.3,0.317420233,"t(2205) = 1, p = .3",FALSE,FALSE,FALSE,FALSE,0.6
118-2250-1-PB,t,NA,2214,=,3.2,<,0.001,0.00139372,"t(2214) = 3.2,
p < .001",TRUE,FALSE,FALSE,FALSE,0.6
118-2250-1-PB,Z,NA,NA,=,-0.6,=,0.5,0.548506236,"Z = -.6, p = 0.5",FALSE,FALSE,FALSE,FALSE,0.6
118-2250-1-PB,Z,NA,NA,=,-2.2,<,0.05,0.027806895,"Z = -2.2, p < .05",FALSE,FALSE,FALSE,FALSE,0.6
118-2250-1-PB,Z,NA,NA,=,2.2,<,0.05,0.027806895,"Z = 2.2,
p < .05",FALSE,FALSE,FALSE,FALSE,0.6
118-2250-1-PB,Z,NA,NA,=,3.3,<,0.001,0.000966848,"Z = 3.3, p < .001",FALSE,FALSE,FALSE,FALSE,0.6
119-2383-1-PB,t,NA,199.1,=,-4.81,<,1.00E-04,2.97E-06,"t(199.1) = -4.81, p < .0001",FALSE,FALSE,FALSE,TRUE,1
122-2941-1-PB,F,3,537,=,34.43,<,0.001,2.30E-20,"F(3,537) = 34.43, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.6
122-2941-1-PB,F,1,538,=,25.06,<,0.001,7.54E-07,"F(1,538) = 25.06, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.6
122-2941-1-PB,F,2,412,=,42.96,<,0.001,1.13E-17,"F(2,412) = 42.96, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.6
122-2941-1-PB,F,1,398,=,37.84,<,0.001,1.87E-09,"F(1,398) = 37.84, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.6
122-2941-1-PB,F,1,414,=,8.72,=,0.003,0.003326675,"F(1,414) = 8.72, p = 0.003",FALSE,FALSE,FALSE,FALSE,0.6
122-2941-1-PB,F,1,245,=,7.69,=,0.005,0.005979784,"F(1,245) = 7.69, p = 0.005",TRUE,FALSE,TRUE,FALSE,0.6
122-2941-1-PB,F,1,245,=,40.49,<,0.001,9.64E-10,"F(1,245) = 40.49, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.6
122-2941-1-PB,F,2,277,=,7.31,<,0.001,0.000805844,"F(2,277) =
7.31, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.6
122-2941-1-PB,F,2,164,=,7.08,=,0.001,0.001123981,"F(2,164) = 7.08, p = 0.001",FALSE,FALSE,FALSE,FALSE,0.6
133-2900-2-PB,F,2,1452,=,121.12,<,0.001,2.25E-49,"F(2, 1452) = 121.12, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,F,1,1452,=,101.19,<,0.001,4.66E-23,"F(1, 1452) = 101.19, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,F,2,1452,=,6.56,=,0.0012,0.001458218,"F(2, 1452) = 6.56, p = 0.0012",TRUE,FALSE,TRUE,FALSE,0.74
133-2900-2-PB,t,NA,234,=,13.7,<,0.001,9.21E-32,"t(234) = 13.7, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,t,NA,234,=,19.8,<,0.001,6.50E-52,"t(234) = 19.8, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,t,NA,234,=,10.84,<,0.001,1.89E-22,"t(234) = 10.84,
p < 0.001",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,t,NA,250,=,18.02,<,0.001,4.32E-47,"t(250) = 18.02, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,t,NA,250,=,13.67,<,0.001,3.83E-32,"t(250) = 13.67, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,t,NA,250,=,1.45,=,0.15,0.148311891,"t(250) = 1.45, p = 0.15",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,F,4,738,=,492,<,0.001,1.64E-206,"F(4, 738) = 492, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,F,2,738,=,4.58,=,0.01,0.010548098,"F(2, 738) = 4.58, p = 0.01",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,F,3,693,=,220.6,<,0.001,1.94E-100,"F(3, 693) = 220.6, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,F,2,693,=,140.1,<,0.001,7.98E-52,"F(2, 693) = 140.1, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,F,6,693,=,10.5,<,0.001,3.61E-11,"F(6, 693) = 10.5, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,F,3,693,=,68.71,<,0.001,6.60E-39,"F(3, 693) = 68.71, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,F,2,693,=,105.14,<,0.001,1.32E-40,"F(2, 693) = 105.14, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,F,6,693,=,35.52,<,0.001,1.52E-37,"F(6,
693) = 35.52, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,F,2,102,=,18.29,<,0.001,1.63E-07,"F(2, 102) = 18.29, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,F,2,102,=,14.52,<,0.001,2.82E-06,"F(2, 102) = 14.52, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,F,2,78,=,3.12,=,0.05,0.049713408,"F(2, 78) = 3.12, p = 0.05",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,F,2,78,=,27.4,<,0.001,9.70E-10,"F(2, 78) = 27.4, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,F,2,384,=,120.7,<,0.001,2.13E-41,"F(2, 384) = 120.7, p
< 0.001",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,F,2,384,=,89.43,<,0.001,1.30E-32,"F(2, 384) = 89.43, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,F,2,129,=,10.42,<,0.001,6.38E-05,"F(2, 129) = 10.42, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,F,2,129,=,92.18,<,0.001,1.37E-25,"F(2, 129) = 92.18, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,F,8,1431,=,13.38,<,0.001,8.44E-19,"F(8, 1431) = 13.38, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,F,2,1431,=,15,<,0.001,3.57E-07,"F(2, 1431) = 15, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,F,16,1431,=,3,<,0.001,5.81E-05,"F(16, 1431) = 3, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,F,2,78,=,4.6,=,0.013,0.012928454,"F(2, 78) = 4.6, p = 0.013",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,F,2,384,=,9.78,<,0.001,7.20E-05,"F(2,
384) = 9.78, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,F,2,123,=,5.3,=,0.006,0.006195369,"F(2, 123) = 5.3, p = 0.006",FALSE,FALSE,FALSE,FALSE,0.74
133-2900-2-PB,F,2,255,=,7.4,<,0.001,0.000751666,"F(2, 255) = 7.4, p < 0.001",FALSE,FALSE,FALSE,FALSE,0.74
134-2361-1-PB,Z,NA,NA,=,5.5,<,1.00E-04,3.80E-08,"Z= 5.5, p < 0.0001",FALSE,FALSE,FALSE,FALSE,1
134-2361-1-PB,Z,NA,NA,=,7.5,<,0.001,6.38E-14,"Z= 7.5, p < 0.001",FALSE,FALSE,FALSE,FALSE,1
134-2361-1-PB,Z,NA,NA,=,3,=,0.0027,0.002699796,"Z= 3.0, p= 0.0027",FALSE,FALSE,FALSE,FALSE,1
134-2361-1-PB,Z,NA,NA,=,0.26,=,0.79,0.794863774,"Z= 0.26, p= 0.79",FALSE,FALSE,FALSE,FALSE,1
134-2361-1-PB,Z,NA,NA,=,3.2,=,0.0016,0.001374276,"Z= 3.2,
p = 0.0016",FALSE,FALSE,TRUE,FALSE,1
134-2361-1-PB,Z,NA,NA,=,2.5,=,0.013,0.012419331,"Z= 2.5, p= 0.013",FALSE,FALSE,TRUE,FALSE,1
134-2361-1-PB,Z,NA,NA,=,3.5,<,0.001,0.000465258,"Z= 3.5, p < 0.001",FALSE,FALSE,FALSE,FALSE,1
134-2361-1-PB,Z,NA,NA,=,6.2,<,1.00E-04,5.65E-10,"Z= 6.2, p < 0.0001",FALSE,FALSE,FALSE,FALSE,1
134-2361-1-PB,Z,NA,NA,=,4.4,<,1.00E-04,1.08E-05,"Z= 4.4, p < 0.0001",FALSE,FALSE,FALSE,FALSE,1
134-2361-1-PB,Z,NA,NA,=,1.3,=,0.21,0.193600969,"Z= 1.3, p= 0.21",FALSE,FALSE,FALSE,FALSE,1
134-2361-1-PB,Z,NA,NA,=,0.6,=,0.4,0.548506236,"Z= 0.60, p= 0.40",TRUE,FALSE,FALSE,FALSE,1
134-2361-1-PB,Z,NA,NA,=,0.57,=,0.57,0.568677698,"Z= 0.57, p= 0.57",FALSE,FALSE,FALSE,FALSE,1
134-2361-1-PB,Z,NA,NA,=,-0.84,=,0.4,0.400908387,"Z= -0.84, p= 0.40",FALSE,FALSE,FALSE,FALSE,1
134-2361-1-PB,Z,NA,NA,=,4.5,<,1.00E-04,6.80E-06,"Z = 4.5, p < 0.0001",FALSE,FALSE,FALSE,FALSE,1
137-2469-2-PB,t,NA,13,=,11.38,<,0.01,3.94E-08,"t(13) = 11.38, p < .01",FALSE,FALSE,FALSE,TRUE,0.86
137-2469-2-PB,t,NA,13,=,5.15,<,0.01,0.000186673,"t(13) = 5.15, p < .01",FALSE,FALSE,FALSE,TRUE,0.86
137-2469-2-PB,t,NA,13,=,-2.75,<,0.05,0.016537847,"t(13) = -2.75, p < .05",FALSE,FALSE,FALSE,TRUE,0.86
137-2469-2-PB,t,NA,13,=,4.16,<,0.01,0.001120102,"t(13) = 4.16, p < .01",FALSE,FALSE,FALSE,TRUE,0.86
137-2469-2-PB,t,NA,9,=,3.7,<,0.01,0.004920562,"t(9) = 3.7, p < .01",FALSE,FALSE,FALSE,TRUE,0.86
137-2469-2-PB,t,NA,9,=,3.03,<,0.05,0.014246688,"t(9) = 3.03, p < .05",FALSE,FALSE,FALSE,TRUE,0.86
137-2469-2-PB,t,NA,20,=,3.56,<,0.01,0.001962355,"t(20) = 3.56, p < .01",FALSE,FALSE,FALSE,TRUE,0.86
137-2469-2-PB,t,NA,20,=,0.3,=,0.76,0.767273003,"t(20) = .3, p = .76",FALSE,FALSE,FALSE,TRUE,0.86
137-2469-2-PB,t,NA,20,=,-0.99,=,0.34,0.334001102,"t(20) = -.99, p = .34",FALSE,FALSE,FALSE,TRUE,0.86
137-2469-2-PB,t,NA,20,=,3.41,<,0.01,0.002776571,"t(20) = 3.41, p < .01",FALSE,FALSE,FALSE,TRUE,0.86
